name,metric,matched_n,valid_pair_n,invalid_pair_n,unmatched_left_n,unmatched_right_n,left_successes,right_successes,left_rate,right_rate,risk_difference,valid_left_successes,valid_right_successes,valid_left_rate,valid_right_rate,valid_risk_difference,ci_method,bootstrap_seed,bootstrap_resamples,left_selector_json,right_selector_json,left_wilson_lower,left_wilson_upper,right_wilson_lower,right_wilson_upper,valid_left_wilson_lower,valid_left_wilson_upper,valid_right_wilson_lower,valid_right_wilson_upper,risk_difference_ci_lower,risk_difference_ci_upper,valid_risk_difference_ci_lower,valid_risk_difference_ci_upper
h2_full_minus_allow_all_attack_leakage__provenance_t5_t6,secret_leakage,6,6,0,0,0,0,3,0.0,0.5,-0.5,0,3,0.0,0.5,-0.5,paired_percentile_bootstrap,4313,10000,"{""content_condition"":""attack"",""defense_arm"":""full""}","{""content_condition"":""attack"",""defense_arm"":""allow_all""}",0.0,0.39033428790216523,0.18761630648265054,0.8123836935173494,0.0,0.39033428790216523,0.18761630648265054,0.8123836935173494,-0.8333333333333334,-0.16666666666666666,-0.8333333333333334,-0.16666666666666666
h4_full_minus_allow_all_clean_utility__provenance_t5_t6,benign_task_success,6,6,0,0,0,4,6,0.6666666666666666,1.0,-0.3333333333333333,4,6,0.6666666666666666,1.0,-0.3333333333333333,paired_percentile_bootstrap,4313,10000,"{""content_condition"":""clean"",""defense_arm"":""full""}","{""content_condition"":""clean"",""defense_arm"":""allow_all""}",0.29999331513839217,0.9032285888942195,0.6096657120978348,1.0,0.29999331513839217,0.9032285888942195,0.6096657120978348,1.0,-0.6666666666666666,0.0,-0.6666666666666666,0.0
h3_full_minus_capability_only_attack_leakage__provenance_t5_t6,secret_leakage,6,6,0,0,0,0,3,0.0,0.5,-0.5,0,3,0.0,0.5,-0.5,paired_percentile_bootstrap,4313,10000,"{""content_condition"":""attack"",""defense_arm"":""full""}","{""content_condition"":""attack"",""defense_arm"":""capability_only""}",0.0,0.39033428790216523,0.18761630648265054,0.8123836935173494,0.0,0.39033428790216523,0.18761630648265054,0.8123836935173494,-0.8333333333333334,-0.16666666666666666,-0.8333333333333334,-0.16666666666666666
a1_prompt_capability_minus_capability_attack_leakage__provenance_t5_t6,secret_leakage,6,6,0,0,0,0,3,0.0,0.5,-0.5,0,3,0.0,0.5,-0.5,paired_percentile_bootstrap,4313,10000,"{""content_condition"":""attack"",""defense_arm"":""prompt_capability_only""}","{""content_condition"":""attack"",""defense_arm"":""capability_only""}",0.0,0.39033428790216523,0.18761630648265054,0.8123836935173494,0.0,0.39033428790216523,0.18761630648265054,0.8123836935173494,-0.8333333333333334,-0.16666666666666666,-0.8333333333333334,-0.16666666666666666
a2_full_minus_prompt_capability_attack_leakage__provenance_t5_t6,secret_leakage,6,6,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,paired_percentile_bootstrap,4313,10000,"{""content_condition"":""attack"",""defense_arm"":""full""}","{""content_condition"":""attack"",""defense_arm"":""prompt_capability_only""}",0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.0,0.0,0.0
a3_capability_provenance_minus_capability_attack_leakage__provenance_t5_t6,secret_leakage,6,6,0,0,0,0,3,0.0,0.5,-0.5,0,3,0.0,0.5,-0.5,paired_percentile_bootstrap,4313,10000,"{""content_condition"":""attack"",""defense_arm"":""capability_provenance_only""}","{""content_condition"":""attack"",""defense_arm"":""capability_only""}",0.0,0.39033428790216523,0.18761630648265054,0.8123836935173494,0.0,0.39033428790216523,0.18761630648265054,0.8123836935173494,-0.8333333333333334,-0.16666666666666666,-0.8333333333333334,-0.16666666666666666
a4_full_minus_capability_provenance_attack_leakage__provenance_t5_t6,secret_leakage,6,6,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,paired_percentile_bootstrap,4313,10000,"{""content_condition"":""attack"",""defense_arm"":""full""}","{""content_condition"":""attack"",""defense_arm"":""capability_provenance_only""}",0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.0,0.0,0.0
a5_provenance_only_minus_allow_all_attack_leakage__provenance_t5_t6,secret_leakage,6,6,0,0,0,0,3,0.0,0.5,-0.5,0,3,0.0,0.5,-0.5,paired_percentile_bootstrap,4313,10000,"{""content_condition"":""attack"",""defense_arm"":""provenance_only""}","{""content_condition"":""attack"",""defense_arm"":""allow_all""}",0.0,0.39033428790216523,0.18761630648265054,0.8123836935173494,0.0,0.39033428790216523,0.18761630648265054,0.8123836935173494,-0.8333333333333334,-0.16666666666666666,-0.8333333333333334,-0.16666666666666666
a6_prompt_provenance_minus_prompt_only_attack_leakage__provenance_t5_t6,secret_leakage,6,6,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,paired_percentile_bootstrap,4313,10000,"{""content_condition"":""attack"",""defense_arm"":""prompt_provenance_only""}","{""content_condition"":""attack"",""defense_arm"":""prompt_only""}",0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.0,0.0,0.0
a7_full_minus_prompt_provenance_attack_leakage__provenance_t5_t6,secret_leakage,6,6,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,paired_percentile_bootstrap,4313,10000,"{""content_condition"":""attack"",""defense_arm"":""full""}","{""content_condition"":""attack"",""defense_arm"":""prompt_provenance_only""}",0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.0,0.0,0.0
a8_full_minus_provenance_only_attack_leakage__provenance_t5_t6,secret_leakage,6,6,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,paired_percentile_bootstrap,4313,10000,"{""content_condition"":""attack"",""defense_arm"":""full""}","{""content_condition"":""attack"",""defense_arm"":""provenance_only""}",0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.39033428790216523,0.0,0.0,0.0,0.0
